Store,Dept,Date,Weekly_Sales,IsHoliday,
4,1,8/5/2011,26374.86,FALSE,
4,1,8/12/2011,25209.84,FALSE,
4,1,8/19/2011,28222.27,FALSE,
4,1,8/26/2011,24753.73,FALSE,
4,1,9/2/2011,29247.78,FALSE,
4,1,9/9/2011,34792.14,FALSE,
4,1,9/16/2011,35859.06,FALSE,
4,1,9/23/2011,35276.78,FALSE,
4,1,9/30/2011,34714.78,FALSE,
4,1,10/7/2011,41743.66,FALSE,
4,1,10/14/2011,44776.55,FALSE,
4,1,10/21/2011,45777.26,FALSE,
4,1,10/28/2011,64829.37,FALSE,
4,1,11/4/2011,78489.3,FALSE,
4,1,11/11/2011,36681.61,FALSE,
4,1,11/18/2011,32494.43,FALSE,
4,1,11/25/2011,33800.16,FALSE,
4,1,12/2/2011,41861,FALSE,
4,1,12/9/2011,52520.88,FALSE,
4,1,12/16/2011,73671.92,FALSE,
4,1,12/23/2011,91965.85,FALSE,
4,1,12/30/2011,36490.94,FALSE,
4,1,1/6/2012,28952.16,FALSE,
4,1,1/13/2012,29525.51,FALSE,
4,1,1/20/2012,32267.18,FALSE,
4,1,1/27/2012,31549.81,FALSE,
4,1,2/3/2012,40680.72,TRUE,
4,1,2/10/2012,56486.03,FALSE,
4,1,2/17/2012,76195.06,FALSE,
4,1,2/24/2012,31670.04,FALSE,
4,1,3/2/2012,32036.11,FALSE,
4,1,3/9/2012,31564.55,FALSE,
4,1,3/16/2012,34859.57,FALSE,
4,1,3/23/2012,37148.64,FALSE,
4,1,3/30/2012,44590.27,FALSE,
4,1,4/6/2012,85839.78,FALSE,
4,1,4/13/2012,50108.12,FALSE,
4,1,4/20/2012,26161.45,TRUE,
4,1,4/27/2012,26812.03,FALSE,
4,1,5/4/2012,27487.23,FALSE,
4,1,5/11/2012,30837.99,FALSE,
4,1,5/18/2012,28663.44,FALSE,
4,1,5/25/2012,27820.39,TRUE,
4,1,6/1/2012,27095.99,FALSE,
4,1,6/8/2012,28423.52,FALSE,
4,1,6/15/2012,30679.71,FALSE,
4,1,6/22/2012,28806.8,FALSE,
4,1,6/29/2012,29604.1,FALSE,
4,1,7/6/2012,28160.76,TRUE,
4,1,7/13/2012,29606.6,FALSE,
4,1,7/20/2012,29345.26,FALSE,
4,1,7/27/2012,28044.01,FALSE,
4,1,8/3/2012,28716.36,FALSE,
4,1,8/10/2012,28705.5,FALSE,
4,1,8/17/2012,27670.98,FALSE,
4,1,8/24/2012,29877.12,FALSE,
4,1,8/31/2012,29547.48,FALSE,
4,1,9/7/2012,33724.46,FALSE,
4,1,9/14/2012,37140.15,FALSE,
4,1,9/21/2012,38189.91,FALSE,
4,1,9/28/2012,36574.4,FALSE,
4,1,10/5/2012,41292.92,FALSE,
4,1,10/12/2012,44080.53,FALSE,
4,1,10/19/2012,49604.49,FALSE,
4,1,10/26/2012,57046.29,FALSE,
4,1,2/5/2010,91481.24,FALSE,
4,1,2/12/2010,85763.19,FALSE,
4,1,2/19/2010,86570.21,FALSE,
4,1,2/26/2010,84405.45,FALSE,
4,1,3/5/2010,87922.48,FALSE,
4,1,3/12/2010,82292.01,FALSE,
4,1,3/19/2010,81217.33,FALSE,
4,1,3/26/2010,75726.7,FALSE,
4,1,4/2/2010,83927.41,FALSE,
4,1,4/9/2010,76007.75,FALSE,
4,1,4/16/2010,84643.38,FALSE,
4,1,4/23/2010,82631.69,FALSE,
4,1,4/30/2010,82676.37,FALSE,
4,1,5/7/2010,86455.24,TRUE,
4,1,5/14/2010,77259.96,FALSE,
4,1,5/21/2010,81805.04,FALSE,
4,1,5/28/2010,82674.48,FALSE,
4,1,6/4/2010,83294.12,FALSE,
4,1,6/11/2010,78179.6,FALSE,
4,1,6/18/2010,86165.93,FALSE,
4,1,6/25/2010,78775.38,FALSE,
4,2,7/2/2010,86804.99,FALSE,
4,2,7/9/2010,81534.25,TRUE,
4,2,7/16/2010,87181.89,FALSE,
4,2,7/23/2010,81652.46,FALSE,
4,2,7/30/2010,85568.43,FALSE,
4,2,8/6/2010,87791.77,FALSE,
4,2,8/13/2010,95845.19,FALSE,
4,2,8/20/2010,99771.88,FALSE,
4,2,8/27/2010,87362.54,FALSE,
4,2,9/3/2010,93677.66,FALSE,
4,2,9/10/2010,87384.43,FALSE,
4,2,9/17/2010,89875.27,FALSE,
4,2,9/24/2010,85159.65,FALSE,
4,2,10/1/2010,88537.23,FALSE,
4,2,10/8/2010,86708.3,FALSE,
4,2,10/15/2010,82889.69,FALSE,
4,2,10/22/2010,86969.56,FALSE,
4,2,10/29/2010,84800.12,FALSE,
4,2,11/5/2010,92919.57,FALSE,
4,2,11/12/2010,86753.2,FALSE,
4,2,11/19/2010,89350.52,FALSE,
4,2,11/26/2010,91281.55,FALSE,
4,2,12/3/2010,89556.97,FALSE,
4,2,12/10/2010,94107.63,FALSE,
4,2,12/17/2010,100225.88,FALSE,
4,2,12/24/2010,116473.44,FALSE,
4,2,12/31/2010,78283.52,FALSE,
4,2,1/7/2011,90467.13,FALSE,
4,2,1/14/2011,88181.29,FALSE,
4,2,1/21/2011,90745.3,FALSE,
4,2,1/28/2011,84516.07,FALSE,
4,2,2/4/2011,94201.14,TRUE,
4,2,2/11/2011,95467.6,FALSE,
4,2,2/18/2011,99214.16,FALSE,
4,2,2/25/2011,100464.89,FALSE,
4,2,3/4/2011,99650,FALSE,
4,2,3/11/2011,90576.52,FALSE,
4,2,3/18/2011,97957.06,FALSE,
4,2,3/25/2011,90527.65,FALSE,
4,2,4/1/2011,87803.95,FALSE,
4,2,4/8/2011,92681.28,FALSE,
4,2,4/15/2011,90248.83,FALSE,
4,2,4/22/2011,103397.79,TRUE,
4,2,4/29/2011,85613.14,FALSE,
4,2,5/6/2011,96111.37,FALSE,
4,2,5/13/2011,89627.89,FALSE,
4,2,5/20/2011,94545.1,FALSE,
4,2,5/27/2011,93786.26,TRUE,
4,2,6/3/2011,95548.42,FALSE,
4,2,6/10/2011,93516.12,FALSE,
4,2,6/17/2011,96510.39,FALSE,
4,2,6/24/2011,90050.58,FALSE,
4,2,7/1/2011,96552.99,FALSE,
4,2,7/8/2011,92967.82,TRUE,
4,2,7/15/2011,96183.71,FALSE,
4,2,7/22/2011,98684.69,FALSE,
4,2,7/29/2011,94034.84,FALSE,
4,2,8/5/2011,104133.38,FALSE,
4,2,8/12/2011,95162.69,FALSE,
4,2,8/19/2011,107974.78,FALSE,
4,2,8/26/2011,96329.83,FALSE,
4,2,9/2/2011,104098.12,FALSE,
4,2,9/9/2011,96952.19,FALSE,
4,2,9/16/2011,96937.39,FALSE,
4,2,9/23/2011,96778.13,FALSE,
4,2,9/30/2011,94264.32,FALSE,
4,2,10/7/2011,105441.07,FALSE,
4,2,10/14/2011,94631.83,FALSE,
4,2,10/21/2011,97077.45,FALSE,
4,2,10/28/2011,89021.14,FALSE,
4,2,11/4/2011,96580.1,FALSE,
4,2,11/11/2011,95843.73,FALSE,
4,2,11/18/2011,96244.02,FALSE,
4,2,11/25/2011,92337.97,FALSE,
4,2,12/2/2011,90896.84,FALSE,
4,2,12/9/2011,96307.24,FALSE,
4,2,12/16/2011,104945.49,FALSE,
4,2,12/23/2011,123735.98,FALSE,
4,2,12/30/2011,81744.17,FALSE,
4,2,1/6/2012,94469.77,FALSE,
4,2,1/13/2012,88422.58,FALSE,
4,2,1/20/2012,91454.16,FALSE,
4,2,1/27/2012,90813.61,FALSE,
4,2,2/3/2012,101578.47,TRUE,
4,2,2/10/2012,105498.09,FALSE,
4,2,2/17/2012,101605.74,FALSE,
4,2,2/24/2012,106364.4,FALSE,
4,2,3/2/2012,106758.96,FALSE,
4,2,3/9/2012,105045.44,FALSE,
4,2,3/16/2012,101053.81,FALSE,
4,2,3/23/2012,94894.85,FALSE,
4,2,3/30/2012,95111.76,FALSE,
4,2,4/6/2012,104332.33,FALSE,
4,2,4/13/2012,90747.71,FALSE,
4,2,4/20/2012,102204.4,TRUE,
4,2,4/27/2012,94450.19,FALSE,
4,2,5/4/2012,102425.54,FALSE,
4,2,5/11/2012,93896.22,FALSE,
4,2,5/18/2012,99759.73,FALSE,
4,2,5/25/2012,102223.65,TRUE,
4,2,6/1/2012,102405.35,FALSE,
4,2,6/8/2012,102099.34,FALSE,
4,2,6/15/2012,99532.65,FALSE,
4,2,6/22/2012,100073.71,FALSE,
4,2,6/29/2012,100415.52,FALSE,
4,2,7/6/2012,104872.78,TRUE,
4,2,7/13/2012,98915.31,FALSE,
4,2,7/20/2012,101996.56,FALSE,
4,2,7/27/2012,98674.89,FALSE,
4,2,8/3/2012,101872.8,FALSE,
4,2,8/10/2012,96870,FALSE,
4,2,8/17/2012,112674.99,FALSE,
4,2,8/24/2012,101654.79,FALSE,
4,2,8/31/2012,101495.5,FALSE,
4,2,9/7/2012,100312.06,FALSE,
4,2,9/14/2012,96606.57,FALSE,
4,2,9/21/2012,95291.41,FALSE,
4,2,9/28/2012,94947.88,FALSE,
4,2,10/5/2012,101963.71,FALSE,
4,2,10/12/2012,91054.12,FALSE,
4,2,10/19/2012,94432.15,FALSE,
4,2,10/26/2012,93534.21,FALSE,
4,2,2/5/2010,16166.02,FALSE,
4,2,2/12/2010,16384.59,FALSE,
4,2,2/19/2010,15062.54,FALSE,
4,2,2/26/2010,14490.06,FALSE,
4,2,3/5/2010,15438.34,FALSE,
4,2,3/12/2010,14321.78,FALSE,
4,2,3/19/2010,12392.87,FALSE,
4,2,3/26/2010,10421.5,FALSE,
4,2,4/2/2010,11626.88,FALSE,
4,2,4/9/2010,11584.81,FALSE,
4,2,4/16/2010,11298.1,FALSE,
4,2,4/23/2010,11736.06,FALSE,
4,2,4/30/2010,11264.87,FALSE,
4,2,5/7/2010,11894.47,TRUE,
4,2,5/14/2010,10266.61,FALSE,
4,2,5/21/2010,10733.81,FALSE,
4,2,5/28/2010,11362.69,FALSE,
4,2,6/4/2010,10522.11,FALSE,
4,2,6/11/2010,8633.04,FALSE,
4,2,6/18/2010,9902.21,FALSE,
4,2,6/25/2010,8235.07,FALSE,
4,3,7/2/2010,9791.98,FALSE,
4,3,7/9/2010,11614.2,TRUE,
4,3,7/16/2010,25593.25,FALSE,
4,3,7/23/2010,31660.07,FALSE,
4,3,7/30/2010,41504.97,FALSE,
4,3,8/6/2010,44683.74,FALSE,
4,3,8/13/2010,67779.25,FALSE,
4,3,8/20/2010,76740.18,FALSE,
4,3,8/27/2010,39983.26,FALSE,
4,3,9/3/2010,20452.49,FALSE,
4,3,9/10/2010,13155.89,FALSE,
4,3,9/17/2010,13081.31,FALSE,
4,3,9/24/2010,13027.88,FALSE,
4,3,10/1/2010,12496.55,FALSE,
4,3,10/8/2010,13037.27,FALSE,
4,3,10/15/2010,11934.19,FALSE,
4,3,10/22/2010,11099.16,FALSE,
4,3,10/29/2010,11635.2,FALSE,
4,3,11/5/2010,11250.36,FALSE,
4,3,11/12/2010,13343.92,FALSE,
4,3,11/19/2010,12716.95,FALSE,
4,3,11/26/2010,14835.25,FALSE,
4,3,12/3/2010,15184.19,FALSE,
4,3,12/10/2010,16006.33,FALSE,
4,3,12/17/2010,19505.27,FALSE,
4,3,12/24/2010,22182.14,FALSE,
4,3,12/31/2010,11997.9,FALSE,
4,3,1/7/2011,17665.39,FALSE,
4,3,1/14/2011,16627.16,FALSE,
4,3,1/21/2011,17979.8,FALSE,
4,3,1/28/2011,15595.81,FALSE,
4,3,2/4/2011,14659.88,TRUE,
4,3,2/11/2011,15606.17,FALSE,
4,3,2/18/2011,15383.2,FALSE,
4,3,2/25/2011,13538.66,FALSE,
4,3,3/4/2011,13059.12,FALSE,
4,3,3/11/2011,12490.16,FALSE,
4,3,3/18/2011,12287.31,FALSE,
4,3,3/25/2011,10953.25,FALSE,
4,3,4/1/2011,11476.27,FALSE,
4,3,4/8/2011,12121.67,FALSE,
4,3,4/15/2011,11779.88,FALSE,
4,3,4/22/2011,12232.22,TRUE,
4,3,4/29/2011,10284.23,FALSE,
4,3,5/6/2011,11851.83,FALSE,
4,3,5/13/2011,11018.97,FALSE,
4,3,5/20/2011,11724.92,FALSE,
4,3,5/27/2011,10382.71,TRUE,
4,3,6/3/2011,9997.19,FALSE,
4,3,6/10/2011,10684.44,FALSE,
4,3,6/17/2011,10353.82,FALSE,
4,3,6/24/2011,11145.17,FALSE,
4,3,7/1/2011,9256.08,FALSE,
4,3,7/8/2011,14645.46,TRUE,
4,3,7/15/2011,26076.14,FALSE,
4,3,7/22/2011,38070.32,FALSE,
4,3,7/29/2011,42996.48,FALSE,
4,3,8/5/2011,52105.38,FALSE,
4,3,8/12/2011,63988.51,FALSE,
4,3,8/19/2011,84831.2,FALSE,
4,3,8/26/2011,43075.55,FALSE,
4,3,9/2/2011,26182.37,FALSE,
4,3,9/9/2011,18329.92,FALSE,
4,3,9/16/2011,13999.25,FALSE,
4,3,9/23/2011,13330.09,FALSE,
4,3,9/30/2011,11929.64,FALSE,
4,3,10/7/2011,12630.1,FALSE,
4,3,10/14/2011,10996.44,FALSE,
4,3,10/21/2011,12600.81,FALSE,
4,3,10/28/2011,11502.68,FALSE,
4,3,11/4/2011,12904.12,FALSE,
4,3,11/11/2011,13102.61,FALSE,
4,3,11/18/2011,13001.62,FALSE,
4,3,11/25/2011,14464.15,FALSE,
4,3,12/2/2011,13923.27,FALSE,
4,3,12/9/2011,16193.25,FALSE,
4,3,12/16/2011,19065.25,FALSE,
4,3,12/23/2011,20869.58,FALSE,
4,3,12/30/2011,12107.32,FALSE,
4,3,1/6/2012,17947.87,FALSE,
4,3,1/13/2012,16662.55,FALSE,
4,3,1/20/2012,19130,FALSE,
4,3,1/27/2012,16699.5,FALSE,
4,3,2/3/2012,17288.22,TRUE,
4,3,2/10/2012,16910.88,FALSE,
4,3,2/17/2012,14907.64,FALSE,
4,3,2/24/2012,15516.28,FALSE,
4,3,3/2/2012,15516.49,FALSE,
4,3,3/9/2012,14486.64,FALSE,
4,3,3/16/2012,11152.02,FALSE,
4,3,3/23/2012,11416.47,FALSE,
4,3,3/30/2012,11635.97,FALSE,
4,3,4/6/2012,12334.33,FALSE,
4,3,4/13/2012,11737.98,FALSE,
4,3,4/20/2012,11946.86,TRUE,
4,3,4/27/2012,10915.11,FALSE,
4,3,5/4/2012,11440.23,FALSE,
4,3,5/11/2012,11960.92,FALSE,
4,3,5/18/2012,12231.59,FALSE,
4,3,5/25/2012,11110.28,TRUE,
4,3,6/1/2012,11451.75,FALSE,
4,3,6/8/2012,11442.09,FALSE,
4,3,6/15/2012,10545.93,FALSE,
4,3,6/22/2012,10635.71,FALSE,
4,3,6/29/2012,10635.66,FALSE,
4,3,7/6/2012,13486.07,TRUE,
4,3,7/13/2012,25190.07,FALSE,
4,3,7/20/2012,43033.44,FALSE,
4,3,7/27/2012,46341.14,FALSE,
4,3,8/3/2012,53930.14,FALSE,
4,3,8/10/2012,72222.01,FALSE,
4,3,8/17/2012,103193.89,FALSE,
4,3,8/24/2012,52365.07,FALSE,
4,3,8/31/2012,27826.14,FALSE,
4,3,9/7/2012,18714.18,FALSE,
4,3,9/14/2012,15791.25,FALSE,
4,3,9/21/2012,13301.79,FALSE,
4,3,9/28/2012,11600.42,FALSE,
4,3,10/5/2012,12733.27,FALSE,
4,3,10/12/2012,12822.48,FALSE,
4,3,10/19/2012,13028.48,FALSE,
4,3,10/26/2012,12439.1,FALSE,
4,3,2/5/2010,59554.57,FALSE,
4,3,2/12/2010,54069.82,FALSE,
4,3,2/19/2010,53939.17,FALSE,
4,3,2/26/2010,54687.08,FALSE,
4,3,3/5/2010,56959.02,FALSE,
4,3,3/12/2010,52142.35,FALSE,
4,3,3/19/2010,51535.33,FALSE,
4,3,3/26/2010,47886.96,FALSE,
4,3,4/2/2010,56959.52,FALSE,
4,3,4/9/2010,49746.01,FALSE,
4,3,4/16/2010,53694.53,FALSE,
4,3,4/23/2010,51630.47,FALSE,
4,3,4/30/2010,52820.8,FALSE,
4,3,5/7/2010,54037.74,TRUE,
4,3,5/14/2010,48542.31,FALSE,
4,3,5/21/2010,54926.4,FALSE,
4,3,5/28/2010,50608.77,FALSE,
4,3,6/4/2010,55355.78,FALSE,
4,3,6/11/2010,49069.9,FALSE,
4,3,6/18/2010,49646.84,FALSE,
4,3,6/25/2010,48668.13,FALSE,
4,4,7/2/2010,56869.52,FALSE,
4,4,7/9/2010,54750.48,TRUE,
4,4,7/16/2010,53436.74,FALSE,
4,4,7/23/2010,50912.21,FALSE,
4,4,7/30/2010,52243.98,FALSE,
4,4,8/6/2010,56299.32,FALSE,
4,4,8/13/2010,56967.92,FALSE,
4,4,8/20/2010,57022.55,FALSE,
4,4,8/27/2010,52712.01,FALSE,
4,4,9/3/2010,59177.53,FALSE,
4,4,9/10/2010,54140.32,FALSE,
4,4,9/17/2010,54102.43,FALSE,
4,4,9/24/2010,52942.57,FALSE,
4,4,10/1/2010,54800.74,FALSE,
4,4,10/8/2010,53891.67,FALSE,
4,4,10/15/2010,50525.31,FALSE,
4,4,10/22/2010,54253.23,FALSE,
4,4,10/29/2010,51854.74,FALSE,
4,4,11/5/2010,56510.88,FALSE,
4,4,11/12/2010,53983.21,FALSE,
4,4,11/19/2010,60787.72,FALSE,
4,4,11/26/2010,67374.29,FALSE,
4,4,12/3/2010,54740.6,FALSE,
4,4,12/10/2010,55596.4,FALSE,
4,4,12/17/2010,59042.38,FALSE,
4,4,12/24/2010,68696.66,FALSE,
4,4,12/31/2010,53679.23,FALSE,
4,4,1/7/2011,56671.32,FALSE,
4,4,1/14/2011,54969.55,FALSE,
4,4,1/21/2011,55157.31,FALSE,
4,4,1/28/2011,51712.45,FALSE,
4,4,2/4/2011,56454.32,TRUE,
4,4,2/11/2011,55747.3,FALSE,
4,4,2/18/2011,55175.48,FALSE,
4,4,2/25/2011,54743.92,FALSE,
4,4,3/4/2011,57093.74,FALSE,
4,4,3/11/2011,53029.03,FALSE,
4,4,3/18/2011,53451.38,FALSE,
4,4,3/25/2011,51338.37,FALSE,
4,4,4/1/2011,51382.98,FALSE,
4,4,4/8/2011,54500.33,FALSE,
4,4,4/15/2011,51184.02,FALSE,
4,4,4/22/2011,55018.98,TRUE,
4,4,4/29/2011,50045.96,FALSE,
4,4,5/6/2011,59039.42,FALSE,
4,4,5/13/2011,51468.7,FALSE,
4,4,5/20/2011,58171.41,FALSE,
4,4,5/27/2011,52931.36,TRUE,
4,4,6/3/2011,57563.3,FALSE,
4,4,6/10/2011,54395.37,FALSE,
4,4,6/17/2011,54818.18,FALSE,
4,4,6/24/2011,52377.67,FALSE,
4,4,7/1/2011,57906.09,FALSE,
4,4,7/8/2011,54777.21,TRUE,
4,4,7/15/2011,53134.96,FALSE,
4,4,7/22/2011,54790.01,FALSE,
4,4,7/29/2011,53113.87,FALSE,
4,4,8/5/2011,61683.39,FALSE,
4,4,8/12/2011,56617.69,FALSE,
4,4,8/19/2011,63239.08,FALSE,
4,4,8/26/2011,55027.47,FALSE,
4,4,9/2/2011,58127.38,FALSE,
4,4,9/9/2011,57708.24,FALSE,
4,4,9/16/2011,57221.26,FALSE,
4,4,9/23/2011,56423.47,FALSE,
4,4,9/30/2011,53790.29,FALSE,
4,4,10/7/2011,61589.77,FALSE,
4,4,10/14/2011,56211.57,FALSE,
4,4,10/21/2011,57379.59,FALSE,
4,4,10/28/2011,55849.32,FALSE,
4,4,11/4/2011,62987.23,FALSE,
4,4,11/11/2011,60106.04,FALSE,
4,4,11/18/2011,62697.49,FALSE,
4,4,11/25/2011,72179.92,FALSE,
4,4,12/2/2011,55582.51,FALSE,
4,4,12/9/2011,57074.29,FALSE,
4,4,12/16/2011,58822.75,FALSE,
4,4,12/23/2011,72048.55,FALSE,
4,4,12/30/2011,56145.68,FALSE,
4,4,1/6/2012,63913.83,FALSE,
4,4,1/13/2012,57283.05,FALSE,
4,4,1/20/2012,56040.88,FALSE,
4,4,1/27/2012,57041.93,FALSE,
4,4,2/3/2012,60366.8,TRUE,
4,4,2/10/2012,60459.16,FALSE,
4,4,2/17/2012,60409.08,FALSE,
4,4,2/24/2012,60971.46,FALSE,
4,4,3/2/2012,61829.76,FALSE,
4,4,3/9/2012,59014.98,FALSE,
4,4,3/16/2012,58109.29,FALSE,
4,4,3/23/2012,53921.9,FALSE,
4,4,3/30/2012,55633.17,FALSE,
4,4,4/6/2012,64551.09,FALSE,
4,4,4/13/2012,55376.94,FALSE,
4,4,4/20/2012,60090.83,TRUE,
4,4,4/27/2012,57200.35,FALSE,
4,4,5/4/2012,60576.41,FALSE,
4,4,5/11/2012,57583.94,FALSE,
4,4,5/18/2012,60832.91,FALSE,
4,4,5/25/2012,57781.87,TRUE,
4,4,6/1/2012,62758.52,FALSE,
4,4,6/8/2012,62740.7,FALSE,
4,4,6/15/2012,58239.57,FALSE,
4,4,6/22/2012,56738.69,FALSE,
4,4,6/29/2012,58876.65,FALSE,
4,4,7/6/2012,62171.92,TRUE,
4,4,7/13/2012,57219.1,FALSE,
4,4,7/20/2012,58839.19,FALSE,
4,4,7/27/2012,55759.21,FALSE,
4,4,8/3/2012,59778.53,FALSE,
4,4,8/10/2012,59613.49,FALSE,
4,4,8/17/2012,64240.7,FALSE,
4,4,8/24/2012,57761.17,FALSE,
4,4,8/31/2012,58424.08,FALSE,
4,4,9/7/2012,61720.96,FALSE,
4,4,9/14/2012,59052.36,FALSE,
4,4,9/21/2012,57105.21,FALSE,
4,4,9/28/2012,54969.27,FALSE,
4,4,10/5/2012,62267.45,FALSE,
4,4,10/12/2012,56556.77,FALSE,
4,4,10/19/2012,58016.81,FALSE,
4,4,10/26/2012,57973.13,FALSE,
4,4,2/5/2010,48602.55,FALSE,
4,4,2/12/2010,48016.95,FALSE,
4,4,2/19/2010,45376.6,FALSE,
4,4,2/26/2010,37590.77,FALSE,
4,4,3/5/2010,40169.06,FALSE,
4,4,3/12/2010,51995.73,FALSE,
4,4,3/19/2010,43853.69,FALSE,
4,4,3/26/2010,67751.87,FALSE,
4,4,4/2/2010,54214.39,FALSE,
4,4,4/9/2010,37779.66,FALSE,
4,4,4/16/2010,27692.81,FALSE,
4,4,4/23/2010,38166.16,FALSE,
4,4,4/30/2010,37306.35,FALSE,
4,4,5/7/2010,36695.23,TRUE,
4,4,5/14/2010,36221.11,FALSE,
4,4,5/21/2010,27277.64,FALSE,
4,4,5/28/2010,32193.38,FALSE,
4,4,6/4/2010,37445.96,FALSE,
4,4,6/11/2010,36070.92,FALSE,
4,4,6/18/2010,38562.19,FALSE,
4,4,6/25/2010,34501.52,FALSE,
4,5,7/2/2010,40201.28,FALSE,
4,5,7/9/2010,36760.05,TRUE,
4,5,7/16/2010,32590.11,FALSE,
4,5,7/23/2010,27250.41,FALSE,
4,5,7/30/2010,33482.99,FALSE,
4,5,8/6/2010,33317.86,FALSE,
4,5,8/13/2010,37313.01,FALSE,
4,5,8/20/2010,31454.13,FALSE,
4,5,8/27/2010,33656.15,FALSE,
4,5,9/3/2010,31085.72,FALSE,
4,5,9/10/2010,31292.37,FALSE,
4,5,9/17/2010,34895.21,FALSE,
4,5,9/24/2010,34085.24,FALSE,
4,5,10/1/2010,41979.23,FALSE,
4,5,10/8/2010,45367.02,FALSE,
4,5,10/15/2010,43887.26,FALSE,
4,5,10/22/2010,43214.99,FALSE,
4,5,10/29/2010,36051.3,FALSE,
4,5,11/5/2010,50590.18,FALSE,
4,5,11/12/2010,47622.86,FALSE,
4,5,11/19/2010,51115.8,FALSE,
4,5,11/26/2010,129860.88,FALSE,
4,5,12/3/2010,72434.86,FALSE,
4,5,12/10/2010,92877.69,FALSE,
4,5,12/17/2010,115322.43,FALSE,
4,5,12/24/2010,174922.53,FALSE,
4,5,12/31/2010,56929.88,FALSE,
4,5,1/7/2011,43516.56,FALSE,
4,5,1/14/2011,35733.27,FALSE,
4,5,1/21/2011,34124.65,FALSE,
4,5,1/28/2011,40370.22,FALSE,
4,5,2/4/2011,52192.61,TRUE,
4,5,2/11/2011,56939.28,FALSE,
4,5,2/18/2011,61238.29,FALSE,
4,5,2/25/2011,52581.22,FALSE,
4,5,3/4/2011,56572.76,FALSE,
4,5,3/11/2011,44414.44,FALSE,
4,5,3/18/2011,41110.42,FALSE,
4,5,3/25/2011,41751.57,FALSE,
4,5,4/1/2011,42995.57,FALSE,
4,5,4/8/2011,44480.53,FALSE,
4,5,4/15/2011,42418.64,FALSE,
4,5,4/22/2011,40338.02,TRUE,
4,5,4/29/2011,35052.81,FALSE,
4,5,5/6/2011,34262.48,FALSE,
4,5,5/13/2011,31842.48,FALSE,
4,5,5/20/2011,34115.25,FALSE,
4,5,5/27/2011,36373.69,TRUE,
4,5,6/3/2011,34849.01,FALSE,
4,5,6/10/2011,37715.31,FALSE,
4,5,6/17/2011,42448.45,FALSE,
4,5,6/24/2011,43673.85,FALSE,
4,5,7/1/2011,38571.83,FALSE,
4,5,7/8/2011,35154.32,TRUE,
4,5,7/15/2011,35340.53,FALSE,
4,5,7/22/2011,35656.09,FALSE,
4,5,7/29/2011,32980.44,FALSE,
4,5,8/5/2011,38464.04,FALSE,
4,5,8/12/2011,34882.76,FALSE,
4,5,8/19/2011,32724.09,FALSE,
4,5,8/26/2011,33804.19,FALSE,
4,5,9/2/2011,35176.39,FALSE,
